Redshift,K-band mag,K-band dmag
 0.061, 20.524, 0.248
 0.107, 21.674, 0.602
 0.128, 20.818, 0.315
 0.190, 19.382, 0.093
 0.144, 20.794, 0.309
 0.164, 19.610, 0.114
 0.168, 19.141, 0.075
 0.043, 20.912, 0.340
 0.173, 19.174, 0.078
 0.114, 19.179, 0.078
 0.193, 17.526, 0.017
 0.109, 21.487, 0.526
 0.158, 20.289, 0.204
 0.154, 19.024, 0.068
 0.097, 19.544, 0.108
 0.140, 14.697, 0.001
 0.126, 21.562, 0.556
 0.200, 20.088, 0.172
 0.175, 21.166, 0.414
 0.061, 15.330, 0.002
 0.111, 21.865, 0.687
 0.071, 14.872, 0.002
 0.187, 19.291, 0.086
 0.175, 21.850, 0.680
 0.086, 21.546, 0.549
 0.150, 19.709, 0.124
 0.190, 19.069, 0.071
 0.146, 18.419, 0.039
 0.188, 18.561, 0.045
 0.143, 16.047, 0.005
 0.167, 21.479, 0.523
 0.154, 16.361, 0.006
 0.079, 20.020, 0.162
 0.198, 20.915, 0.340
 0.105, 21.308, 0.461
 0.178, 21.328, 0.468
 0.038, 17.856, 0.024
 0.110, 20.674, 0.281
 0.165, 21.336, 0.471
 0.186, 16.175, 0.005
 0.200, 21.118, 0.399
 0.163, 20.409, 0.226
 0.101, 21.020, 0.369
 0.104, 20.797, 0.310
 0.148, 17.846, 0.023
 0.158, 21.254, 0.442
 0.119, 21.421, 0.501
 0.178, 20.264, 0.200
 0.186, 21.984, 0.744
 0.173, 20.622, 0.269
 0.130, 18.168, 0.031
 0.189, 16.032, 0.004
 0.083, 20.479, 0.239
 0.086, 20.621, 0.269
 0.099, 19.272, 0.085
 0.058, 18.929, 0.062
 0.189, 20.548, 0.253
 0.136, 19.690, 0.122
 0.078, 16.409, 0.006
 0.139, 21.442, 0.509
 0.140, 21.247, 0.440
 0.189, 20.124, 0.177
 0.180, 14.404, 0.001
 0.148, 21.030, 0.372
 0.176, 21.983, 0.744
 0.177, 19.379, 0.093
 0.088, 19.114, 0.074
 0.140, 19.422, 0.097
 0.069, 20.931, 0.345
 0.177, 19.030, 0.068
 0.071, 20.340, 0.213
 0.169, 21.863, 0.686
 0.145, 20.614, 0.267
 0.199, 18.816, 0.056
 0.172, 17.623, 0.019
 0.190, 19.249, 0.083
 0.101, 19.699, 0.123
 0.125, 16.604, 0.008
 0.167, 21.346, 0.474
 0.181, 19.892, 0.146
 0.064, 20.556, 0.255
 0.079, 20.174, 0.185
 0.187, 17.718, 0.021
 0.149, 20.663, 0.278
 0.155, 21.965, 0.735
 0.077, 21.712, 0.618
 0.168, 21.444, 0.510
 0.086, 21.343, 0.473
 0.148, 19.989, 0.158
 0.141, 21.916, 0.712
 0.104, 20.985, 0.360
 0.179, 20.920, 0.342
 0.199, 17.321, 0.014
 0.112, 19.180, 0.078
 0.143, 21.068, 0.384
 0.193, 20.981, 0.359
 0.096, 20.390, 0.222
 0.054, 13.029, 0.000
 0.162, 19.893, 0.146
 0.198, 17.828, 0.023
 0.054, 12.134, 0.000
 0.082, 19.707, 0.124
 0.147, 21.676, 0.603
 0.118, 21.076, 0.386
 0.115, 19.735, 0.127
 0.088, 20.978, 0.358
 0.110, 18.509, 0.043
 0.096, 21.728, 0.625
 0.108, 20.996, 0.363
 0.186, 19.646, 0.118
 0.149, 15.079, 0.002
 0.059, 17.788, 0.022
 0.168, 14.753, 0.001
 0.046, 21.489, 0.527
 0.082, 21.036, 0.374
 0.125, 21.385, 0.488
 0.040, 21.761, 0.640
 0.081, 17.678, 0.020
 0.095, 20.967, 0.355
 0.124, 20.751, 0.299
 0.084, 20.626, 0.270
 0.182, 21.319, 0.465
 0.193, 19.809, 0.135
 0.182, 20.859, 0.325
 0.064, 21.540, 0.547
 0.110, 19.294, 0.086
 0.124, 21.313, 0.463
 0.128, 19.370, 0.092
 0.135, 21.246, 0.440
 0.186, 19.299, 0.087
 0.133, 12.786, 0.000
 0.097, 21.157, 0.411
 0.157, 18.186, 0.032
 0.171, 20.605, 0.265
 0.075, 20.542, 0.252
 0.068, 20.099, 0.174
 0.139, 17.745, 0.021
 0.115, 20.735, 0.295
 0.140, 21.844, 0.678
 0.194, 18.368, 0.038
 0.126, 20.575, 0.259
 0.093, 17.040, 0.011
 0.088, 21.967, 0.736
 0.098, 21.268, 0.447
 0.173, 21.913, 0.710
 0.155, 14.618, 0.001
 0.175, 20.918, 0.341
 0.104, 19.137, 0.075
 0.091, 21.270, 0.448
 0.150, 21.362, 0.480
 0.118, 20.826, 0.317
 0.166, 20.761, 0.301
 0.119, 20.760, 0.301
 0.119, 20.256, 0.199
 0.155, 20.772, 0.304
 0.151, 21.870, 0.690
 0.182, 19.499, 0.103
 0.138, 21.018, 0.369
 0.107, 18.977, 0.065
 0.124, 19.841, 0.139
 0.097, 20.676, 0.281
 0.167, 21.885, 0.697
 0.122, 21.212, 0.428
 0.162, 21.501, 0.532
 0.157, 15.564, 0.003
 0.177, 20.407, 0.225
 0.150, 18.310, 0.036
 0.089, 17.442, 0.016
 0.107, 20.424, 0.228
 0.076, 21.372, 0.483
 0.154, 20.811, 0.313
 0.158, 14.802, 0.001
 0.075, 20.513, 0.246
 0.165, 21.440, 0.508
 0.091, 15.258, 0.002
 0.162, 19.210, 0.080
 0.137, 21.654, 0.593
 0.065, 18.592, 0.046
 0.154, 21.813, 0.663
 0.134, 21.716, 0.620
 0.182, 18.125, 0.030
 0.111, 21.124, 0.401
 0.101, 19.460, 0.100
 0.198, 20.606, 0.265
 0.157, 20.527, 0.249
 0.144, 13.762, 0.001
 0.196, 21.304, 0.459
 0.043, 21.917, 0.712
 0.156, 19.570, 0.110
 0.175, 17.938, 0.025
 0.176, 20.277, 0.202
 0.189, 21.237, 0.437
 0.109, 17.235, 0.013
 0.159, 16.695, 0.008
 0.104, 21.984, 0.745
 0.164, 21.945, 0.726
 0.144, 20.768, 0.303
 0.160, 18.881, 0.060
 0.185, 20.857, 0.325
 0.052, 18.674, 0.050
 0.169, 20.630, 0.271
 0.187, 19.656, 0.119
 0.125, 21.223, 0.432
 0.099, 21.944, 0.725
 0.170, 17.867, 0.024
 0.185, 15.498, 0.003
 0.111, 19.596, 0.113
 0.150, 21.829, 0.670
 0.166, 15.233, 0.002
 0.168, 19.251, 0.083
 0.086, 21.443, 0.509
 0.176, 19.693, 0.123
 0.177, 18.329, 0.036
 0.111, 20.604, 0.265
 0.134, 18.592, 0.046
 0.157, 18.199, 0.032
 0.089, 15.787, 0.004
 0.179, 21.092, 0.391
 0.196, 21.643, 0.589
 0.191, 21.388, 0.489
 0.052, 21.920, 0.713
 0.085, 15.677, 0.003
 0.104, 16.876, 0.010
 0.192, 20.700, 0.287
 0.134, 20.403, 0.224
 0.181, 21.580, 0.563
 0.104, 21.900, 0.704
 0.068, 21.265, 0.446
 0.144, 18.902, 0.061
 0.079, 16.833, 0.009
 0.199, 20.406, 0.225
 0.190, 18.866, 0.059
 0.130, 21.593, 0.568
 0.128, 19.057, 0.070
 0.141, 20.519, 0.247
 0.183, 21.035, 0.374
 0.045, 20.935, 0.346
 0.151, 18.384, 0.038
 0.179, 18.239, 0.033
 0.152, 19.059, 0.070
 0.148, 16.623, 0.008
 0.148, 18.452, 0.041
 0.175, 19.500, 0.104
 0.081, 18.681, 0.050
 0.150, 19.449, 0.099
 0.174, 21.852, 0.681
 0.052, 21.658, 0.595
 0.045, 17.984, 0.027
 0.147, 15.268, 0.002
 0.142, 15.347, 0.002
 0.117, 20.663, 0.278
 0.199, 21.966, 0.736
 0.027, 20.710, 0.289
 0.165, 21.977, 0.741
 0.150, 21.026, 0.371
 0.193, 21.995, 0.750
 0.134, 17.407, 0.016
 0.095, 19.248, 0.083
 0.183, 18.534, 0.044
 0.135, 21.909, 0.708
 0.195, 18.223, 0.033
 0.083, 21.358, 0.478
 0.168, 21.187, 0.420
 0.052, 19.181, 0.078
 0.068, 19.341, 0.090
 0.161, 21.901, 0.704
 0.183, 17.958, 0.026
 0.164, 19.695, 0.123
 0.113, 19.624, 0.115
 0.181, 17.808, 0.023
 0.061, 17.328, 0.015
 0.178, 21.379, 0.486
 0.141, 21.365, 0.481
 0.178, 21.092, 0.391
 0.171, 20.789, 0.308
 0.151, 21.104, 0.394
 0.084, 21.629, 0.583
 0.046, 17.556, 0.018
 0.154, 21.771, 0.644
 0.089, 21.315, 0.463
 0.174, 17.923, 0.025
 0.128, 21.982, 0.744
 0.139, 21.437, 0.507
 0.179, 21.086, 0.389
 0.068, 21.841, 0.676
 0.043, 13.529, 0.000
 0.132, 21.148, 0.408
 0.132, 21.486, 0.526
 0.179, 21.614, 0.577
 0.055, 17.693, 0.020
 0.181, 20.036, 0.165
 0.173, 21.814, 0.663
 0.036, 20.981, 0.359
 0.101, 18.050, 0.028
 0.131, 21.315, 0.463
 0.135, 20.780, 0.306
 0.149, 18.278, 0.035
 0.136, 18.983, 0.065
 0.116, 21.637, 0.586
 0.109, 20.948, 0.349
 0.143, 19.515, 0.105
 0.196, 16.188, 0.005
 0.069, 15.446, 0.003
 0.097, 21.970, 0.738
 0.151, 21.349, 0.475
 0.163, 21.122, 0.400
 0.130, 17.333, 0.015
 0.150, 19.955, 0.154
 0.196, 21.367, 0.482
 0.194, 19.183, 0.078
 0.168, 19.434, 0.098
 0.181, 20.736, 0.295
 0.125, 21.720, 0.621
 0.164, 13.832, 0.001
 0.178, 20.236, 0.195
 0.090, 19.577, 0.111
 0.096, 17.573, 0.018
 0.161, 21.426, 0.503
 0.179, 16.975, 0.011
 0.067, 19.189, 0.079
 0.155, 20.999, 0.363
 0.052, 17.015, 0.011
 0.035, 19.743, 0.128
 0.136, 21.989, 0.747
 0.139, 21.250, 0.441
 0.082, 15.909, 0.004
 0.093, 21.139, 0.405
 0.146, 20.664, 0.278
 0.152, 20.145, 0.181
 0.112, 21.609, 0.575
 0.061, 21.894, 0.701
 0.087, 20.630, 0.271
 0.137, 20.039, 0.165
 0.048, 17.056, 0.011
 0.119, 20.952, 0.350
 0.167, 21.280, 0.451
 0.151, 21.077, 0.386
 0.160, 21.485, 0.525
 0.128, 20.701, 0.287
 0.138, 20.166, 0.184
 0.085, 19.501, 0.104
 0.173, 21.051, 0.379
 0.172, 16.680, 0.008
 0.111, 21.746, 0.633
 0.176, 20.906, 0.338
 0.087, 17.927, 0.025
 0.092, 17.997, 0.027
 0.171, 19.328, 0.089
 0.145, 17.427, 0.016
 0.158, 20.988, 0.360
 0.144, 19.915, 0.148
 0.121, 21.475, 0.521
 0.067, 21.409, 0.497
 0.094, 21.718, 0.621
 0.035, 14.881, 0.002
 0.175, 18.976, 0.065
 0.063, 21.152, 0.409
 0.088, 19.932, 0.151
 0.178, 21.989, 0.747
 0.191, 18.840, 0.058
 0.028, 20.140, 0.180
 0.182, 20.572, 0.258
 0.104, 19.372, 0.092
 0.191, 19.167, 0.077
 0.066, 21.663, 0.597
 0.086, 21.943, 0.724
 0.134, 17.914, 0.025
 0.125, 20.416, 0.227
 0.194, 21.343, 0.473
 0.150, 21.328, 0.468
 0.143, 21.655, 0.594
 0.154, 18.182, 0.032
 0.131, 19.142, 0.075
 0.118, 21.394, 0.491
 0.161, 21.222, 0.432
 0.090, 19.219, 0.081
 0.146, 21.766, 0.642
 0.133, 18.519, 0.043
 0.101, 20.836, 0.320
 0.033, 20.959, 0.352
 0.177, 15.586, 0.003
 0.127, 20.908, 0.338
 0.185, 19.530, 0.106
 0.164, 21.203, 0.426
 0.164, 21.847, 0.679
 0.095, 19.804, 0.135
 0.060, 15.234, 0.002
 0.179, 19.111, 0.073
 0.070, 21.100, 0.393
 0.157, 20.611, 0.267
 0.083, 19.089, 0.072
 0.160, 16.540, 0.007
 0.196, 21.746, 0.633
 0.163, 20.660, 0.277
 0.194, 17.723, 0.021
 0.122, 18.113, 0.030
 0.191, 21.940, 0.723
 0.046, 18.406, 0.039
 0.164, 21.647, 0.591
 0.092, 21.959, 0.732
 0.148, 17.173, 0.013
 0.161, 20.760, 0.301
 0.142, 20.279, 0.202
 0.098, 19.070, 0.071
 0.092, 20.580, 0.260
 0.156, 18.898, 0.061
 0.137, 21.050, 0.378
 0.175, 18.293, 0.035
 0.191, 14.806, 0.001
 0.147, 19.270, 0.084
 0.179, 20.300, 0.206
 0.150, 20.571, 0.258
 0.096, 21.781, 0.649
 0.186, 20.871, 0.329
 0.051, 21.125, 0.401
 0.130, 21.380, 0.486
 0.169, 17.377, 0.015
 0.156, 18.665, 0.049
 0.113, 20.176, 0.186
 0.161, 18.157, 0.031
 0.115, 21.519, 0.538
 0.139, 21.806, 0.660
 0.135, 20.267, 0.200
 0.138, 19.897, 0.146
 0.132, 20.592, 0.262
 0.114, 21.752, 0.636
 0.102, 19.093, 0.072
 0.094, 21.845, 0.678
 0.064, 21.814, 0.663
 0.165, 21.675, 0.602
 0.154, 21.945, 0.725
 0.163, 21.125, 0.401
 0.158, 12.479, 0.000
 0.073, 15.311, 0.002
 0.076, 12.564, 0.000
 0.109, 20.775, 0.304
 0.169, 20.910, 0.339
 0.075, 20.618, 0.268
 0.152, 21.707, 0.616
 0.161, 20.668, 0.279
 0.130, 19.069, 0.071
 0.090, 21.470, 0.520
 0.160, 16.103, 0.005
 0.110, 18.859, 0.059
 0.196, 18.211, 0.033
 0.190, 19.730, 0.127
 0.140, 20.641, 0.273
 0.169, 18.480, 0.042
 0.165, 20.658, 0.277
 0.105, 21.450, 0.512
 0.174, 21.821, 0.667
 0.109, 20.130, 0.179
 0.180, 20.508, 0.245
 0.167, 21.901, 0.704
 0.121, 21.301, 0.458
 0.116, 20.735, 0.295
 0.041, 19.927, 0.150
 0.131, 21.964, 0.735
 0.173, 17.263, 0.014
 0.073, 21.501, 0.532
 0.197, 21.124, 0.401
 0.045, 19.873, 0.143
 0.086, 15.862, 0.004
 0.198, 19.060, 0.070
 0.145, 16.282, 0.006
 0.173, 20.228, 0.194
 0.024, 20.253, 0.198
 0.164, 15.454, 0.003
 0.198, 20.756, 0.300
 0.137, 18.963, 0.064
 0.130, 21.609, 0.575
 0.101, 20.749, 0.298
 0.172, 21.903, 0.705
 0.115, 18.337, 0.037
 0.115, 21.367, 0.482
 0.189, 17.027, 0.011
 0.190, 21.564, 0.556
 0.089, 21.943, 0.725
 0.065, 18.146, 0.031
 0.119, 21.104, 0.394
 0.196, 16.918, 0.010
 0.155, 20.045, 0.166
 0.165, 21.201, 0.425
 0.142, 15.453, 0.003
 0.072, 19.625, 0.115
 0.034, 21.547, 0.549
 0.194, 21.770, 0.644
 0.027, 20.434, 0.230
 0.148, 16.080, 0.005
 0.061, 20.631, 0.271
 0.132, 17.283, 0.014
 0.136, 15.573, 0.003
 0.175, 20.843, 0.321
 0.117, 21.109, 0.396
 0.167, 16.916, 0.010
 0.165, 21.584, 0.564
 0.067, 21.021, 0.370
 0.054, 20.170, 0.185
 0.061, 21.748, 0.634
 0.163, 14.784, 0.001
 0.197, 18.998, 0.066
 0.057, 21.166, 0.414
 0.093, 21.532, 0.543
 0.163, 19.359, 0.091
 0.160, 17.499, 0.017
 0.063, 19.732, 0.127
 0.054, 16.468, 0.007
 0.069, 21.404, 0.495
 0.071, 18.342, 0.037
 0.155, 15.287, 0.002
 0.150, 18.536, 0.044
 0.135, 17.696, 0.020
 0.190, 20.596, 0.263
 0.131, 21.451, 0.512
 0.158, 20.386, 0.221
 0.187, 17.573, 0.018
 0.189, 18.631, 0.048
 0.163, 17.394, 0.015
 0.087, 19.288, 0.086
 0.140, 20.163, 0.184
 0.135, 21.411, 0.498
 0.116, 20.656, 0.277
 0.176, 19.658, 0.119
 0.191, 20.102, 0.174
 0.160, 19.785, 0.133
 0.172, 20.590, 0.262
 0.124, 21.545, 0.549
 0.102, 19.883, 0.144
 0.183, 21.156, 0.411
 0.088, 21.086, 0.389
 0.047, 21.169, 0.415
 0.106, 21.272, 0.449
 0.151, 20.960, 0.353
 0.195, 18.752, 0.053
 0.184, 19.904, 0.147
 0.046, 19.124, 0.074
 0.057, 21.653, 0.593
 0.071, 21.754, 0.636
 0.099, 18.948, 0.063
 0.036, 20.286, 0.204
 0.093, 19.732, 0.127
 0.169, 20.710, 0.289
 0.149, 18.747, 0.053
 0.068, 21.129, 0.402
 0.099, 21.728, 0.625
 0.119, 20.788, 0.308
 0.083, 20.725, 0.292
 0.118, 20.686, 0.283
 0.175, 20.136, 0.179
 0.184, 19.653, 0.118
 0.103, 21.199, 0.424
 0.139, 16.855, 0.009
 0.152, 21.784, 0.650
 0.143, 19.510, 0.104
 0.174, 21.558, 0.554
 0.175, 21.302, 0.459
 0.174, 20.582, 0.260
 0.104, 20.284, 0.203
 0.199, 17.827, 0.023
 0.175, 20.878, 0.330
 0.145, 20.197, 0.189
 0.176, 16.043, 0.004
 0.150, 21.851, 0.681
 0.125, 19.763, 0.130
 0.055, 20.644, 0.274
 0.105, 21.031, 0.373
 0.146, 21.265, 0.446
 0.095, 18.100, 0.029
 0.129, 21.659, 0.595
 0.148, 21.992, 0.749
 0.188, 19.180, 0.078
 0.073, 21.334, 0.470
 0.190, 19.260, 0.084
 0.168, 21.484, 0.525
 0.157, 20.413, 0.226
 0.097, 19.294, 0.086
 0.171, 20.343, 0.214
 0.136, 21.804, 0.659
 0.100, 21.513, 0.536
 0.099, 19.909, 0.148
 0.179, 21.378, 0.486
 0.180, 21.791, 0.653
 0.143, 19.839, 0.139
 0.195, 21.488, 0.526
 0.139, 21.714, 0.619
 0.169, 21.551, 0.551
 0.077, 17.274, 0.014
 0.172, 19.322, 0.088
 0.097, 21.179, 0.418
 0.124, 21.953, 0.730
 0.141, 19.086, 0.072
 0.093, 17.527, 0.017
 0.073, 21.352, 0.476
 0.170, 21.791, 0.653
 0.189, 18.512, 0.043
 0.122, 12.776, 0.000
 0.099, 18.453, 0.041
 0.165, 21.605, 0.573
 0.080, 21.423, 0.502
 0.187, 21.048, 0.378
 0.128, 21.167, 0.414
 0.081, 19.649, 0.118
 0.129, 19.834, 0.138
 0.067, 21.470, 0.520
 0.158, 18.689, 0.050
 0.072, 20.405, 0.225
 0.087, 21.981, 0.743
 0.182, 20.118, 0.177
 0.090, 20.287, 0.204
 0.171, 19.663, 0.119
 0.165, 19.112, 0.073
 0.116, 18.106, 0.030
 0.175, 19.768, 0.131
 0.150, 19.965, 0.155
 0.044, 12.467, 0.000
 0.179, 19.092, 0.072
 0.192, 14.739, 0.001
 0.189, 21.496, 0.530
 0.108, 20.611, 0.267
 0.105, 20.930, 0.344
 0.064, 18.354, 0.037
 0.188, 16.481, 0.007
 0.188, 18.362, 0.037
 0.111, 21.569, 0.558
 0.167, 21.651, 0.592
 0.175, 18.896, 0.061
 0.169, 19.674, 0.120
 0.181, 17.303, 0.014
 0.161, 20.528, 0.249
 0.192, 19.836, 0.139
 0.057, 20.763, 0.301
 0.125, 21.903, 0.705
 0.156, 20.599, 0.264
 0.150, 21.121, 0.400
 0.021, 19.062, 0.070
 0.087, 14.117, 0.001
 0.154, 17.200, 0.013
 0.058, 16.807, 0.009
 0.180, 15.618, 0.003
 0.036, 19.067, 0.070
 0.039, 21.324, 0.466
 0.171, 20.465, 0.236
 0.103, 19.845, 0.140
 0.165, 20.829, 0.318
 0.048, 21.197, 0.424
 0.056, 17.417, 0.016
 0.176, 21.282, 0.452
 0.132, 21.685, 0.607
 0.068, 21.264, 0.446
 0.187, 21.220, 0.431
 0.157, 19.523, 0.106
 0.191, 20.676, 0.281
 0.186, 20.901, 0.337
 0.198, 21.778, 0.647
 0.168, 18.857, 0.058
 0.125, 17.976, 0.026
 0.154, 16.774, 0.009
 0.191, 19.090, 0.072
 0.174, 20.218, 0.192
 0.081, 20.957, 0.352
 0.052, 21.724, 0.623
 0.085, 20.564, 0.256
 0.107, 16.603, 0.008
 0.175, 19.438, 0.098
 0.098, 21.304, 0.459
 0.168, 15.969, 0.004
 0.152, 21.336, 0.471
 0.060, 21.175, 0.417
 0.068, 20.543, 0.252
 0.128, 21.098, 0.393
 0.197, 19.900, 0.147
 0.149, 19.750, 0.129
 0.054, 17.578, 0.018
 0.163, 21.708, 0.616
 0.103, 16.883, 0.010
 0.030, 19.292, 0.086
 0.171, 19.495, 0.103
 0.189, 21.394, 0.491
 0.128, 20.360, 0.217
 0.152, 19.153, 0.076
 0.149, 15.878, 0.004
 0.117, 21.437, 0.507
 0.146, 20.969, 0.355
 0.163, 21.329, 0.468
 0.177, 18.678, 0.050
 0.135, 21.923, 0.715
 0.157, 20.895, 0.335
 0.195, 21.240, 0.438
 0.188, 21.380, 0.486
 0.164, 21.648, 0.591
 0.154, 18.028, 0.028
 0.045, 21.542, 0.548
 0.194, 18.239, 0.033
 0.168, 16.785, 0.009
 0.018, 17.177, 0.013
 0.175, 20.503, 0.244
 0.079, 19.763, 0.130
 0.185, 20.992, 0.361
 0.087, 21.699, 0.612
 0.078, 20.856, 0.325
 0.183, 20.608, 0.266
 0.144, 20.314, 0.208
 0.096, 14.883, 0.002
 0.128, 19.853, 0.141
 0.101, 18.895, 0.060
 0.131, 21.861, 0.685
 0.084, 21.090, 0.390
 0.115, 20.805, 0.312
 0.104, 16.418, 0.006
 0.164, 20.063, 0.169
 0.156, 20.604, 0.265
 0.197, 18.982, 0.065
 0.139, 20.528, 0.249
 0.125, 20.426, 0.229
 0.066, 20.950, 0.350
 0.108, 21.495, 0.529
 0.056, 19.846, 0.140
 0.142, 20.141, 0.180
 0.168, 21.089, 0.390
 0.173, 18.961, 0.064
 0.060, 21.826, 0.669
 0.099, 20.425, 0.229
 0.194, 15.166, 0.002
 0.065, 21.942, 0.724
 0.021, 16.697, 0.008
 0.051, 20.207, 0.190
 0.093, 20.068, 0.169
 0.196, 20.036, 0.165
 0.137, 19.471, 0.101
 0.184, 21.494, 0.529
 0.053, 20.550, 0.254
 0.178, 21.344, 0.473
 0.182, 21.892, 0.700
 0.091, 21.586, 0.565
 0.142, 17.266, 0.014
 0.124, 20.545, 0.253
 0.072, 18.212, 0.033
 0.033, 21.158, 0.411
 0.172, 19.872, 0.143
 0.165, 20.762, 0.301
 0.079, 20.991, 0.361
 0.116, 21.270, 0.448
 0.194, 21.362, 0.480
 0.085, 16.203, 0.005
 0.116, 18.864, 0.059
 0.100, 21.256, 0.443
 0.083, 18.415, 0.039
 0.196, 21.847, 0.679
 0.182, 17.338, 0.015
 0.083, 21.834, 0.673
 0.101, 21.363, 0.480
 0.195, 21.195, 0.423
 0.152, 20.655, 0.276
 0.150, 20.404, 0.225
 0.154, 21.778, 0.647
 0.172, 18.611, 0.047
 0.090, 17.492, 0.017
 0.153, 19.715, 0.125
 0.073, 21.053, 0.379
 0.140, 20.658, 0.277
 0.188, 21.937, 0.722
 0.080, 18.132, 0.030
 0.146, 21.706, 0.615
 0.140, 21.093, 0.391
 0.160, 20.897, 0.335
 0.188, 21.792, 0.653
 0.146, 20.455, 0.234
 0.177, 20.884, 0.332
 0.174, 21.350, 0.476
 0.107, 20.464, 0.236
 0.117, 20.606, 0.265
 0.129, 19.203, 0.080
 0.193, 19.844, 0.140
 0.155, 21.621, 0.580
 0.173, 20.412, 0.226
 0.157, 19.793, 0.134
 0.142, 20.988, 0.361
 0.170, 21.244, 0.439
 0.087, 18.610, 0.047
 0.142, 17.792, 0.022
 0.145, 20.666, 0.279
 0.151, 18.641, 0.048
 0.141, 20.244, 0.197
 0.170, 21.531, 0.543
 0.090, 16.018, 0.004
 0.157, 21.506, 0.534
 0.175, 18.830, 0.057
 0.141, 14.370, 0.001
 0.195, 20.439, 0.231
 0.146, 19.542, 0.107
 0.162, 15.888, 0.004
 0.164, 19.372, 0.092
 0.017, 18.723, 0.052
 0.084, 21.903, 0.705
 0.067, 21.345, 0.474
 0.071, 21.150, 0.409
 0.109, 21.545, 0.549
 0.146, 18.008, 0.027
 0.044, 17.233, 0.013
 0.071, 19.052, 0.070
 0.139, 21.061, 0.382
 0.194, 20.529, 0.249
 0.186, 21.530, 0.543
 0.066, 21.269, 0.447
 0.155, 17.234, 0.013
 0.173, 15.396, 0.002
 0.164, 18.970, 0.065
 0.069, 21.934, 0.720
 0.049, 20.033, 0.164
 0.034, 21.534, 0.545
 0.176, 21.861, 0.685
 0.170, 16.490, 0.007
 0.167, 18.294, 0.035
 0.174, 16.867, 0.010
 0.188, 21.768, 0.643
 0.197, 20.774, 0.304
 0.105, 18.216, 0.033
 0.135, 18.265, 0.034
 0.106, 17.339, 0.015
 0.192, 21.954, 0.730
 0.137, 20.046, 0.166
 0.151, 20.731, 0.294
 0.188, 20.858, 0.325
 0.052, 21.407, 0.496
 0.079, 21.157, 0.411
 0.185, 21.946, 0.726
 0.153, 20.128, 0.178
 0.141, 20.494, 0.242
 0.199, 19.565, 0.110
 0.172, 19.764, 0.130
 0.193, 19.352, 0.091
 0.164, 20.255, 0.198
 0.096, 21.495, 0.529
 0.164, 17.787, 0.022
 0.091, 21.187, 0.421
 0.162, 19.516, 0.105
 0.196, 18.479, 0.042
 0.068, 10.620, 0.000
 0.171, 14.286, 0.001
 0.128, 20.196, 0.189
 0.127, 20.706, 0.288
 0.121, 21.623, 0.580
 0.067, 21.839, 0.675
 0.105, 21.173, 0.416
 0.153, 21.210, 0.428
 0.045, 21.904, 0.705
 0.063, 20.703, 0.287
 0.123, 21.535, 0.545
 0.086, 16.399, 0.006
 0.038, 18.655, 0.049
 0.195, 21.308, 0.461
 0.152, 21.821, 0.667
 0.168, 21.298, 0.457
 0.160, 20.221, 0.193
 0.072, 18.403, 0.039
 0.073, 19.668, 0.120
 0.115, 21.492, 0.528
 0.185, 17.871, 0.024
 0.075, 21.884, 0.696
 0.096, 20.207, 0.190
 0.192, 20.643, 0.274
 0.173, 20.565, 0.257
 0.170, 16.713, 0.008
 0.188, 21.044, 0.377
 0.107, 14.796, 0.001
 0.148, 21.263, 0.446
 0.181, 18.163, 0.031
 0.028, 19.922, 0.149
 0.152, 21.327, 0.467
 0.142, 21.354, 0.477
 0.125, 20.460, 0.235
 0.084, 18.268, 0.034
 0.200, 18.873, 0.059
 0.153, 20.633, 0.271
 0.140, 20.646, 0.274
 0.170, 21.930, 0.718
 0.119, 18.035, 0.028
 0.190, 19.635, 0.116
 0.170, 20.595, 0.263
 0.172, 21.595, 0.569
 0.153, 15.868, 0.004
 0.198, 18.500, 0.042
 0.105, 16.992, 0.011
 0.106, 20.456, 0.235
 0.170, 21.986, 0.745
 0.111, 20.805, 0.312
 0.085, 16.927, 0.010
 0.112, 20.512, 0.246
 0.155, 20.338, 0.213
 0.167, 21.481, 0.524
 0.166, 20.175, 0.185
 0.150, 21.272, 0.448
 0.153, 20.970, 0.355
 0.081, 18.875, 0.059
 0.170, 18.364, 0.037
 0.178, 21.399, 0.493
 0.195, 18.858, 0.058
 0.123, 21.701, 0.613
 0.173, 21.446, 0.511
 0.176, 21.360, 0.479
 0.110, 17.486, 0.017
 0.071, 20.673, 0.280
 0.172, 20.955, 0.351
 0.198, 20.199, 0.189
 0.104, 21.996, 0.750
 0.076, 17.065, 0.011
 0.142, 21.519, 0.539
 0.156, 17.900, 0.025
 0.146, 19.721, 0.126
 0.140, 21.821, 0.667
 0.086, 21.396, 0.492
 0.199, 20.698, 0.286
 0.087, 19.008, 0.067
 0.077, 20.258, 0.199
 0.076, 21.432, 0.505
 0.095, 21.040, 0.375
 0.111, 16.725, 0.008
 0.184, 20.969, 0.355
 0.097, 16.474, 0.007
 0.162, 16.031, 0.004
 0.154, 21.552, 0.552
 0.097, 21.046, 0.377
 0.147, 19.891, 0.145
 0.134, 13.847, 0.001
 0.160, 19.128, 0.074
 0.088, 19.508, 0.104
 0.190, 16.691, 0.008
 0.073, 20.233, 0.195
 0.182, 21.904, 0.705
 0.152, 21.007, 0.366
 0.119, 20.400, 0.224
 0.195, 19.708, 0.124
